session_id,device_category,user_region,traffic_source,payment_method_selected,user_tier,primary_product_category,past_purchases_count,items_in_cart,average_item_price,session_duration_secs,pages_viewed,items_added_count,total_cart_value_usd,product_viewed,cart_added,checkout_started,shipping_details_entered,payment_stage_completed,checkout_status,days_to_delivery,delivery_satisfaction_rating,historical_clv,coupon_discount_pct_offered,recovery_email_delay_hours,recovery_email_opened,recovery_email_conversion,basket_items
CIQ-00121,Desktop, Dubai,Google Shopping,Cash on Delivery,Guest,Home & Living,1,7,154.56,700.5,15,8,1081.92,1,1,1,1,1,0,,,244.31,20,24,0,1,Bedsheet|Storage Box|Desk Lamp|Scented Candle
CIQ-00122,Desktop, Dubai,Instagram Ads,Cash on Delivery,Logged-In Member,Beauty,5,5,43.96,644.7,16,5,219.8,1,1,1,1,1,1,4.2,5.0,856.57,20,4,0,0,Sunscreen|Face Serum|Lip Tint|T-Shirt
CIQ-00123,Mobile,Abu Dhabi,TikTok Shop,Cash on Delivery,Guest,Beauty,3,5,37.11,532.4,13,5,185.55,1,1,1,0,0,1,1.7,3.0,665.5,20,48,0,0,Lip Tint|Face Serum|Cleanser|Sunscreen
CIQ-00124,Mobile,Dubai,TikTok Shop,Credit Card,Guest,Electronics,5,6,92.74,334.8,14,8,556.44,1,1,1,1,1,1,4.9,4.0,531.54,15,12,0,0,Wireless Earbuds|Power Bank|Phone Case|Lip Tint
CIQ-00125,Mobile,Dubai,TikTok Shop,Cash on Delivery,Guest,Home & Living,1,4,91.25,436.3,10,6,365.0,1,1,1,1,1,1,3.3,4.0,161.21,20,24,0,0,Desk Lamp|Storage Box
CIQ-00126,Desktop,Jeddah,Direct,Cash on Delivery,Guest,Fashion,3,3,101.97,428.4,10,4,305.91,1,1,0,0,0,0,,,,20,4,1,0,Handbag|Sneakers|Sunglasses
CIQ-00127,Mobile,Dubai,TikTok Shop,Credit Card,Logged-In Member,Fashion,2,4,49.76,555.9,10,5,199.04,1,1,1,1,0,1,2.9,5.0,427.12,0,4,0,0,T-Shirt|Sunglasses
CIQ-00128,Mobile,Dubai,Direct,Credit Card,Logged-In Member,Electronics,1,7,109.51,740.1,17,8,766.57,1,1,1,1,0,1,3.2,5.0,408.49,20,4,0,0,Phone Case|Smart Watch|Power Bank|Wireless Earbuds
CIQ-00129,Mobile,Sharjah,Google Shopping,Apple Pay,Guest,Electronics,2,6,117.19,492.4,15,6,703.14,1,1,1,1,1,1,2.3,4.0,418.77,10,12,0,0,Smart Watch|Phone Case|Wireless Earbuds|Power Bank
CIQ-00130,Desktop,Abu Dhabi,Direct,Apple Pay,Guest,Home & Living,1,6,219.05,542.0,12,6,1314.3,1,1,1,1,1,1,4.7,5.0,379.84,5,24,0,0,Desk Lamp|Storage Box|Bedsheet|Sunscreen
CIQ-00131,Mobile,Sharjah,TikTok Shop,Tabby/Tamara,Logged-In Member,Electronics,2,4,108.12,305.8,11,5,432.48,1,1,1,1,1,0,,,454.06,10,12,0,0,Smart Watch|Power Bank
CIQ-00132,Tablet,Abu Dhabi,Instagram Ads,Cash on Delivery,Guest,Fashion,1,4,61.46,426.5,12,5,245.84,1,1,1,1,1,1,5.3,4.0,298.02,10,24,0,0,T-Shirt|Sunglasses
CIQ-00133,Desktop,Riyadh,Direct,Tabby/Tamara,Guest,Electronics,1,4,35.88,275.4,10,5,143.52,1,1,1,1,0,1,1.4,3.0,320.3,10,4,0,0,Wireless Earbuds|Power Bank
CIQ-00134,Mobile,Dubai,Instagram Ads,Tabby/Tamara,Logged-In Member,Home & Living,3,5,31.44,587.7,16,7,157.2,1,1,1,1,1,1,3.5,3.0,686.45,10,48,0,0,Scented Candle|Bedsheet|Desk Lamp|Storage Box|Wireless Earbuds
CIQ-00135,Desktop,Abu Dhabi,Direct,Credit Card,Logged-In Member,Home & Living,3,5,119.41,419.6,12,5,597.05,1,1,0,0,0,1,3.6,4.0,791.3,15,12,0,0,Scented Candle|Bedsheet|Desk Lamp
CIQ-00136,Mobile, Riyadh,Google Shopping,Tabby/Tamara,Logged-In Member,Home & Living,3,3,167.52,330.2,13,3,502.56,1,1,1,1,0,0,,,763.83,15,4,0,0,Desk Lamp|Bedsheet
CIQ-00137,Tablet,Riyadh,Direct,Credit Card,Guest,Home & Living,2,5,49.85,340.4,14,6,249.25,1,1,1,0,0,1,3.6,4.0,404.5,0,12,0,0,Desk Lamp|Bedsheet|Storage Box
CIQ-00138,Desktop,Abu Dhabi,TikTok Shop,Apple Pay,Guest,Home & Living,0,6,113.73,636.1,20,7,682.38,1,1,1,1,1,1,1.8,5.0,35.53,15,12,0,0,Bedsheet|Desk Lamp|Scented Candle|Storage Box|T-Shirt
CIQ-00139,MOBILE,Sharjah,Google Shopping,Tabby/Tamara,Guest,Fashion,3,6,83.48,532.1,17,6,500.88,1,1,1,0,1,1,4.7,5.0,345.65,10,24,0,0,T-Shirt|Handbag|Sneakers
CIQ-00140,Mobile, Dubai,Instagram Ads,Credit Card,Logged-In Member,Electronics,4,5,158.72,389.5,13,5,793.6,1,1,1,1,1,0,,,616.63,20,4,0,0,Wireless Earbuds|Phone Case|Power Bank|Face Serum
CIQ-00141,Desktop,Dubai,Google Shopping,Apple Pay,Guest,Fashion,1,7,176.54,698.9,17,8,1235.78,1,1,1,1,0,1,3.5,4.0,260.65,15,12,0,0,T-Shirt|Sneakers|Sunglasses|Handbag|Desk Lamp
CIQ-00142,Desktop, Dubai,Google Shopping,Cash on Delivery,Guest,Fashion,4,2,18.51,431.2,11,3,37.02,1,1,1,1,1,0,,,871.28,20,24,1,1,Sneakers
CIQ-00143,Tablet,Riyadh,Email,Credit Card,Guest,Beauty,1,4,198.97,436.1,13,4,795.88,1,1,1,0,1,1,2.6,3.0,277.99,15,48,0,0,Cleanser|Lip Tint
CIQ-00144,Desktop,Dubai,Instagram Ads,Credit Card,Logged-In Member,Electronics,8,11,113.47,602.9,27,12,1248.17,1,1,1,0,0,1,4.6,5.0,1274.75,10,1,0,0,Power Bank|Wireless Earbuds|Smart Watch|Phone Case
CIQ-00145,Desktop,Riyadh,Instagram Ads,Credit Card,Logged-In Member,Electronics,10,3,64.55,290.0,8,5,193.65,1,1,0,0,0,0,,,1832.87,5,12,0,0,Phone Case|Power Bank
CIQ-00146,Mobile, Dubai,Instagram Ads,Credit Card,Logged-In Member,Beauty,5,2,65.86,309.1,8,3,131.72,1,1,1,1,1,0,,,1255.31,15,4,0,0,Cleanser
CIQ-00147,Mobile,Riyadh,Email,Apple Pay,Guest,Electronics,3,3,96.82,377.5,10,4,290.46,1,1,0,0,1,1,1.5,5.0,624.25,10,4,0,0,Phone Case|Wireless Earbuds|Power Bank
CIQ-00148,Desktop,Riyadh,Instagram Ads,Cash on Delivery,Logged-In Member,Electronics,4,4,65.84,362.5,9,4,263.36,1,1,1,0,0,0,,,887.41,10,12,0,0,Power Bank|Smart Watch
CIQ-00149,Mobile,Dubai,TikTok Shop,Cash on Delivery,Guest,Electronics,3,4,48.2,317.5,13,5,192.8,1,1,1,1,1,0,,,551.88,15,4,1,0,Power Bank|Phone Case|Storage Box
CIQ-00150,Mobile, Dubai,Instagram Ads,Apple Pay,Guest,Beauty,1,2,56.85,255.2,9,2,113.7,1,1,1,0,1,0,,,145.27,20,12,0,0,Face Serum
CIQ-00151,desktop , Dubai,Google Shopping,Credit Card,Guest,Electronics,3,4,44.75,462.3,11,6,179.0,1,1,1,1,0,0,,,387.62,10,4,0,0,Phone Case|Smart Watch|Power Bank
CIQ-00152,desktop ,Riyadh,Direct,Credit Card,Guest,Electronics,2,2,249.52,282.4,10,2,499.04,1,1,1,1,1,0,,,358.6,0,24,0,0,Smart Watch|Sunscreen
CIQ-00153,Mobile,Dubai,Google Shopping,Apple Pay,Guest,Electronics,1,6,98.52,405.4,16,8,591.12,1,1,1,0,1,1,1.6,4.0,153.05,20,24,0,0,Phone Case|Smart Watch|Wireless Earbuds
CIQ-00154,Desktop,Sharjah,Direct,Tabby/Tamara,Logged-In Member,Beauty,4,3,479.17,365.0,11,3,1437.51,1,1,1,1,1,1,2.8,4.0,552.23,0,1,0,0,Sunscreen|Lip Tint
CIQ-00155,Mobile,Abu Dhabi,Instagram Ads,Cash on Delivery,Guest,Electronics,3,3,123.62,437.1,9,4,370.86,1,1,0,1,1,1,3.3,4.0,549.21,10,1,0,0,Phone Case|Wireless Earbuds
CIQ-00156,Desktop,Riyadh,TikTok Shop,Credit Card,Guest,Electronics,0,3,144.61,309.8,8,4,433.83,1,1,1,1,1,1,3.7,5.0,101.84,10,12,0,0,Smart Watch|Power Bank
CIQ-00157,Mobile,Abu Dhabi,TikTok Shop,Tabby/Tamara,Logged-In Member,Home & Living,5,6,44.06,509.5,13,6,264.36,1,1,1,1,1,1,4.4,5.0,1158.06,10,24,0,0,Desk Lamp|Bedsheet|Scented Candle
CIQ-00158,Desktop,Sharjah,TikTok Shop,Tabby/Tamara,Logged-In Member,Home & Living,2,6,80.87,597.1,14,6,485.22,1,1,1,1,1,1,1.0,5.0,451.57,15,12,0,0,Storage Box|Desk Lamp|Bedsheet|T-Shirt
CIQ-00159,MOBILE,Jeddah,Google Shopping,Cash on Delivery,Guest,Electronics,0,5,99.72,826.0,18,5,498.6,1,1,1,1,1,1,4.9,5.0,118.55,20,4,0,0,Smart Watch|Phone Case|Wireless Earbuds
CIQ-00160,MOBILE,Dubai,TikTok Shop,Credit Card,Logged-In Member,Electronics,4,1,59.81,415.9,9,2,59.81,1,1,1,0,0,0,,,887.8,15,12,1,0,Phone Case|Power Bank|Handbag
CIQ-00161,Mobile,Riyadh,Email,Credit Card,Guest,Electronics,1,8,67.72,607.4,22,9,541.76,1,1,1,1,1,1,2.9,4.0,286.92,10,1,0,0,Phone Case|Wireless Earbuds|Power Bank|Smart Watch
CIQ-00162,Tablet, Dubai,Google Shopping,Apple Pay,Guest,Beauty,0,3,128.06,394.8,11,5,384.18,1,1,1,0,0,0,,,12.25,15,4,1,1,Face Serum|Cleanser
CIQ-00163,Mobile,Abu Dhabi,Instagram Ads,Tabby/Tamara,Logged-In Member,Electronics,4,8,129.88,869.1,19,8,1039.04,1,1,1,1,1,1,1.0,4.0,998.42,15,4,0,0,Wireless Earbuds|Power Bank|Smart Watch|Phone Case|Bedsheet
CIQ-00164,Mobile,Riyadh,TikTok Shop,Apple Pay,Logged-In Member,Home & Living,10,5,36.14,393.4,11,6,180.7,1,1,0,0,0,1,2.8,5.0,1385.92,10,24,0,0,Storage Box|Bedsheet|Scented Candle
CIQ-00165,Desktop, Riyadh,Google Shopping,Credit Card,Guest,Home & Living,1,4,116.08,500.9,12,4,464.32,1,1,1,1,1,0,,,,10,24,0,0,Desk Lamp|Bedsheet|Phone Case
CIQ-00166,Mobile, Riyadh,Direct,Apple Pay,Guest,Beauty,2,4,140.92,299.5,8,5,563.68,1,1,0,0,1,0,,,363.99,10,1,0,1,Cleanser|Lip Tint
CIQ-00167,desktop ,Dubai,TikTok Shop,Tabby/Tamara,Guest,Electronics,1,5,61.87,393.2,16,5,309.35,1,1,1,1,1,1,2.7,4.0,179.98,15,4,0,0,Phone Case|Wireless Earbuds|Smart Watch
CIQ-00168,MOBILE,Abu Dhabi,Google Shopping,Cash on Delivery,Guest,Home & Living,1,5,57.5,405.3,13,7,287.5,1,1,1,1,1,1,3.4,3.0,200.21,15,4,0,0,Scented Candle|Storage Box|Bedsheet
CIQ-00169,Mobile,Abu Dhabi,Direct,Tabby/Tamara,Logged-In Member,Beauty,8,7,130.04,753.5,17,8,910.28,1,1,1,1,1,1,3.7,4.0,1529.21,15,12,0,0,Lip Tint|Face Serum|Sunscreen|Cleanser|Smart Watch
CIQ-00170,Tablet,Sharjah,Direct,Cash on Delivery,Guest,Home & Living,3,5,14.84,195.2,12,6,74.2,1,1,0,1,1,1,2.9,4.0,628.78,20,1,0,0,Desk Lamp|Storage Box|Scented Candle
CIQ-00171,Mobile,Abu Dhabi,Instagram Ads,Credit Card,Logged-In Member,Electronics,4,2,94.77,376.6,8,2,189.54,1,1,0,0,0,0,,,686.76,20,24,0,0,Wireless Earbuds
CIQ-00172,Desktop,Dubai,TikTok Shop,Apple Pay,Guest,Beauty,2,7,306.98,808.9,24,8,2148.86,1,1,1,0,0,1,2.4,3.0,429.08,20,24,0,0,Cleanser|Face Serum|Sunscreen|Lip Tint
CIQ-00173,Mobile,Dubai,Google Shopping,Cash on Delivery,Logged-In Member,Home & Living,4,7,14.59,528.3,18,7,102.13,1,1,1,1,1,1,2.3,5.0,767.29,15,24,0,0,Scented Candle|Storage Box|Bedsheet|Desk Lamp
CIQ-00174,Tablet,Dubai,Instagram Ads,Tabby/Tamara,Guest,Home & Living,2,3,171.14,357.4,8,4,513.42,1,1,1,1,1,1,2.9,5.0,427.17,20,4,0,0,Scented Candle|Storage Box
CIQ-00175,Mobile,Abu Dhabi,TikTok Shop,Cash on Delivery,Guest,Beauty,2,2,140.05,235.8,6,3,280.1,1,1,0,0,0,0,,,274.17,10,12,0,0,Face Serum|Bedsheet
CIQ-00176,Mobile,Dubai,Google Shopping,Cash on Delivery,Guest,Fashion,0,5,33.6,647.0,14,5,168.0,1,1,1,0,0,0,,,216.48,0,4,0,0,Sneakers|Handbag|T-Shirt|Sunglasses
CIQ-00177,Mobile,Riyadh,TikTok Shop,Cash on Delivery,Guest,Fashion,0,4,137.66,420.5,14,4,550.64,1,1,1,1,1,0,,,53.82,15,12,1,1,Sunglasses|T-Shirt
CIQ-00178,Tablet,Sharjah,Google Shopping,Cash on Delivery,Logged-In Member,Beauty,5,3,194.61,534.2,13,3,583.83,1,1,1,1,1,0,,,731.42,0,1,1,0,Lip Tint|Cleanser
CIQ-00179,desktop ,Dubai,Instagram Ads,Cash on Delivery,Logged-In Member,Home & Living,5,5,40.56,357.5,16,6,202.8,1,1,1,1,0,0,,,1026.97,10,4,0,0,Storage Box|Scented Candle|Desk Lamp|Lip Tint
CIQ-00180,MOBILE,Riyadh,Google Shopping,Apple Pay,Logged-In Member,Beauty,5,1,56.87,201.8,7,1,56.87,1,1,0,1,1,0,,,1012.0,20,1,0,1,Lip Tint|Bedsheet
CIQ-00181,desktop ,Riyadh,Direct,Cash on Delivery,Guest,Electronics,4,6,96.43,423.7,13,6,578.58,1,1,1,1,1,1,4.3,3.0,575.22,15,12,0,0,Phone Case|Power Bank|Smart Watch
CIQ-00182,desktop ,Dubai,TikTok Shop,Cash on Delivery,Logged-In Member,Electronics,5,2,191.32,127.3,6,2,382.64,1,1,1,1,1,0,,,1027.24,5,24,0,0,Power Bank
CIQ-00183,Desktop,Dubai,TikTok Shop,Apple Pay,Logged-In Member,Beauty,5,4,64.1,426.0,11,4,256.4,1,1,1,1,0,1,3.5,3.0,785.77,5,48,0,0,Lip Tint|Cleanser
CIQ-00184,Mobile, Dubai,Email,Credit Card,Logged-In Member,Home & Living,3,8,91.81,600.7,20,9,734.48,1,1,1,1,1,1,2.5,4.0,710.78,10,24,0,0,Desk Lamp|Scented Candle|Bedsheet|Storage Box|Cleanser
CIQ-00185,MOBILE, Dubai,Direct,Apple Pay,Logged-In Member,Electronics,6,5,58.63,365.0,15,6,293.15,1,1,1,1,1,1,3.9,3.0,1246.63,15,24,0,0,Smart Watch|Wireless Earbuds|Phone Case
CIQ-00186,Desktop,Riyadh,TikTok Shop,Cash on Delivery,Logged-In Member,Fashion,4,3,96.32,465.1,9,3,288.96,1,1,1,1,1,1,2.5,2.0,800.51,15,4,0,0,Sunglasses|T-Shirt
CIQ-00187,Mobile,Jeddah,Direct,Cash on Delivery,Guest,Home & Living,1,6,201.06,709.6,19,7,1206.36,1,1,1,0,1,1,2.4,4.0,261.53,15,24,0,0,Desk Lamp|Scented Candle|Storage Box
CIQ-00188,Mobile, Dubai,Email,Apple Pay,Logged-In Member,Fashion,8,3,102.13,607.0,12,4,306.39,1,1,1,1,1,1,2.9,4.0,1466.78,0,4,0,0,Handbag|Sunglasses
CIQ-00189,MOBILE,Riyadh,Direct,Apple Pay,Guest,Electronics,3,2,73.16,486.9,8,2,146.32,1,1,1,1,1,1,4.4,3.0,442.31,15,12,0,0,Phone Case|Power Bank
CIQ-00190,Mobile, Dubai,Email,Tabby/Tamara,Guest,Fashion,3,2,92.43,323.0,8,4,184.86,1,1,1,1,1,1,4.0,5.0,541.92,15,4,0,0,Sunglasses
CIQ-00191,Tablet,Sharjah,Google Shopping,Cash on Delivery,Logged-In Member,Fashion,7,4,53.17,345.9,13,5,212.68,1,1,0,0,0,0,,,1048.27,10,24,1,1,T-Shirt|Handbag
CIQ-00192,Mobile,Riyadh,Instagram Ads,Credit Card,Guest,Electronics,0,5,46.25,642.2,14,6,231.25,1,1,1,1,0,0,,,106.52,20,12,0,0,Smart Watch|Phone Case|Power Bank
CIQ-00193,Mobile,Abu Dhabi,TikTok Shop,Apple Pay,Guest,Beauty,2,3,225.08,348.5,10,4,675.24,1,1,1,1,0,0,,,267.94,10,24,1,0,Lip Tint|Cleanser
CIQ-00194,desktop , Dubai,Google Shopping,Apple Pay,Guest,Beauty,7,7,307.71,723.7,20,8,2153.97,1,1,1,1,1,0,,,1372.24,0,4,1,0,Face Serum|Cleanser|Sunscreen|Lip Tint
CIQ-00195,Mobile,Sharjah,Google Shopping,Apple Pay,Guest,Beauty,1,5,26.05,282.4,12,5,130.25,1,1,1,1,1,0,,,244.11,0,48,0,0,Face Serum|Sunscreen|Lip Tint
CIQ-00196,Mobile,Jeddah,Email,Cash on Delivery,Logged-In Member,Beauty,5,7,143.9,493.6,16,7,1007.3,1,1,1,1,1,1,3.8,4.0,1102.54,10,4,0,0,Sunscreen|Face Serum|Lip Tint|Cleanser
CIQ-00197,Desktop,Dubai,Instagram Ads,Apple Pay,Logged-In Member,Electronics,7,7,175.64,669.5,16,8,1229.48,1,1,1,1,1,1,3.2,4.0,1010.28,15,1,0,0,Power Bank|Wireless Earbuds|Smart Watch|Phone Case
CIQ-00198,desktop ,Dubai,Google Shopping,Credit Card,Guest,Electronics,0,3,39.55,435.2,13,5,118.65,1,1,1,1,1,1,2.8,5.0,80.36,20,4,0,0,Phone Case|Smart Watch|Power Bank
CIQ-00199,Mobile,Dubai,Instagram Ads,Cash on Delivery,Logged-In Member,Electronics,6,5,67.38,351.9,14,7,336.9,1,1,0,1,1,0,,,1039.21,10,1,1,0,Wireless Earbuds|Phone Case|Smart Watch|Power Bank|Storage Box
CIQ-00200,Mobile,Sharjah,Instagram Ads,Credit Card,Logged-In Member,Electronics,6,3,62.46,411.5,8,3,187.38,1,1,1,0,0,1,2.6,5.0,1257.3,10,12,0,0,Power Bank|Phone Case|Sneakers
CIQ-00201,MOBILE,Sharjah,Direct,Cash on Delivery,Logged-In Member,Beauty,4,4,371.92,531.5,14,6,1487.68,1,1,1,1,1,1,2.9,3.0,804.69,15,4,0,0,Lip Tint|Sunscreen
CIQ-00202,Tablet,Riyadh,Email,Apple Pay,Guest,Electronics,2,5,310.99,604.4,13,6,1554.95,1,1,1,1,1,0,,,257.84,15,24,0,0,Phone Case|Power Bank|Wireless Earbuds
CIQ-00203,Desktop,Riyadh,Email,Cash on Delivery,Guest,Beauty,1,5,48.75,502.7,14,5,243.75,1,1,1,0,0,1,3.9,4.0,221.96,20,48,0,0,Sunscreen|Face Serum|Cleanser|Desk Lamp
CIQ-00204,Mobile,Jeddah,Direct,Cash on Delivery,Guest,Electronics,1,5,33.09,448.6,15,7,165.45,1,1,1,0,1,1,4.7,4.0,135.12,15,12,0,0,Phone Case|Power Bank|Smart Watch
CIQ-00205,Mobile,Riyadh,Direct,Tabby/Tamara,Guest,Electronics,2,4,165.1,501.9,9,6,660.4,1,1,1,0,0,1,3.8,5.0,466.92,20,24,0,0,Smart Watch|Phone Case
CIQ-00206,Mobile,Dubai,Instagram Ads,Apple Pay,Logged-In Member,Electronics,2,4,140.0,274.9,11,5,560.0,1,1,0,0,0,0,,,,15,12,0,0,Phone Case|Wireless Earbuds|Power Bank
CIQ-00207,Mobile,Sharjah,TikTok Shop,Cash on Delivery,Guest,Fashion,6,6,231.75,452.0,17,7,1390.5,1,1,1,0,0,0,,,968.71,0,1,1,0,Sunglasses|T-Shirt|Sneakers
CIQ-00208,Desktop,Dubai,Google Shopping,Tabby/Tamara,Guest,Beauty,4,2,44.14,372.7,9,3,88.28,1,1,1,0,1,1,5.6,5.0,854.26,10,12,0,0,Cleanser
CIQ-00209,Mobile,Dubai,Google Shopping,Cash on Delivery,Logged-In Member,Home & Living,5,4,159.33,523.6,12,5,637.32,1,1,0,0,1,0,,,963.44,10,12,1,0,Scented Candle|Bedsheet|Storage Box
CIQ-00210,Desktop,Jeddah,Email,Apple Pay,Guest,Electronics,2,5,55.88,442.2,15,6,279.4,1,1,1,1,1,1,2.5,4.0,243.12,15,4,0,0,Power Bank|Wireless Earbuds|Phone Case
CIQ-00211,MOBILE, Riyadh,TikTok Shop,Credit Card,Guest,Beauty,4,4,148.22,419.4,14,4,592.88,1,1,1,1,1,0,,,507.57,5,12,1,0,Lip Tint|Sunscreen
CIQ-00212,Desktop,Jeddah,Instagram Ads,Credit Card,Logged-In Member,Beauty,6,6,92.14,904.9,18,8,552.84,1,1,1,1,1,1,2.1,5.0,1138.51,10,12,0,0,Sunscreen|Cleanser|Face Serum
CIQ-00213,Mobile,Abu Dhabi,Direct,Credit Card,Logged-In Member,Fashion,10,4,371.83,362.8,8,4,1487.32,1,1,1,1,1,0,,,1937.53,5,48,1,0,Sneakers|Sunglasses
CIQ-00214,MOBILE,Sharjah,Instagram Ads,Credit Card,Guest,Electronics,0,5,130.6,493.4,18,5,653.0,1,1,1,1,1,0,,,34.13,10,24,0,0,Wireless Earbuds|Smart Watch|Phone Case
CIQ-00215,MOBILE,Abu Dhabi,Instagram Ads,Cash on Delivery,Logged-In Member,Electronics,5,1,75.48,239.0,5,1,75.48,1,1,1,0,0,0,,,702.94,5,24,0,0,Power Bank
CIQ-00216,MOBILE,Dubai,Instagram Ads,Credit Card,Logged-In Member,Electronics,3,7,104.51,498.1,16,7,731.57,1,1,1,0,1,1,3.2,5.0,452.16,20,48,0,0,Wireless Earbuds|Smart Watch|Power Bank|Phone Case
CIQ-00217,Mobile,Dubai,Google Shopping,Apple Pay,Logged-In Member,Home & Living,3,4,88.03,226.2,8,4,352.12,1,1,1,0,0,1,2.0,5.0,645.22,20,12,0,0,Bedsheet|Storage Box
CIQ-00218,Mobile,Sharjah,Direct,Credit Card,Guest,Fashion,3,5,41.22,575.0,15,5,206.1,1,1,1,1,1,1,3.1,4.0,745.49,15,48,0,0,Sneakers|Sunglasses|Handbag|Bedsheet
CIQ-00219,Tablet, Dubai,Instagram Ads,Credit Card,Logged-In Member,Fashion,7,6,378.39,458.5,17,8,2270.34,1,1,1,1,1,1,4.2,3.0,946.5,0,12,0,0,T-Shirt|Sneakers|Handbag|Sunglasses
CIQ-00220,Mobile,Jeddah,Direct,Tabby/Tamara,Logged-In Member,Beauty,4,8,299.19,653.8,18,9,2393.52,1,1,1,0,0,1,3.1,3.0,841.39,20,4,0,0,Sunscreen|Face Serum|Cleanser|Lip Tint
CIQ-00221,Mobile,Dubai,Google Shopping,Apple Pay,Guest,Fashion,0,3,83.35,288.9,10,5,250.05,1,1,1,1,0,0,,,179.57,0,24,0,0,Sunglasses|Sneakers
CIQ-00222,Desktop,Dubai,Email,Tabby/Tamara,Logged-In Member,Beauty,4,2,156.63,356.2,8,4,313.26,1,1,1,1,1,1,3.3,4.0,686.03,0,24,0,0,Lip Tint|Wireless Earbuds
CIQ-00223,Desktop,Riyadh,Direct,Cash on Delivery,Logged-In Member,Electronics,2,5,414.48,448.2,15,6,2072.4,1,1,1,1,1,0,,,601.63,0,12,1,0,Wireless Earbuds|Smart Watch|Phone Case|T-Shirt
CIQ-00224,Tablet,Dubai,Email,Credit Card,Guest,Fashion,3,3,230.57,387.3,11,3,691.71,1,1,1,1,1,1,2.7,4.0,654.01,5,12,0,0,Sunglasses|Handbag
CIQ-00225,Mobile,Jeddah,Google Shopping,Apple Pay,Logged-In Member,Electronics,1,2,75.84,250.5,7,2,151.68,1,1,1,1,1,0,,,347.91,0,24,1,0,Phone Case|Power Bank|Cleanser
CIQ-00226,Tablet,Riyadh,Direct,Cash on Delivery,Guest,Electronics,2,4,88.83,389.6,11,6,355.32,1,1,1,0,0,1,4.3,4.0,471.25,0,1,0,0,Phone Case|Smart Watch|Power Bank
CIQ-00227,Mobile, Dubai,TikTok Shop,Credit Card,Logged-In Member,Fashion,2,5,27.48,524.2,11,6,137.4,1,1,1,1,1,1,4.8,5.0,416.6,5,24,0,0,Handbag|T-Shirt|Sneakers
CIQ-00228,Desktop,Riyadh,Instagram Ads,Tabby/Tamara,Logged-In Member,Beauty,7,3,165.31,263.2,8,4,495.93,1,1,1,1,1,1,4.0,3.0,1114.14,20,4,0,0,Lip Tint|Face Serum|Sunscreen
CIQ-00229,Desktop, Riyadh,Google Shopping,Apple Pay,Guest,Beauty,3,5,231.56,524.9,11,7,1157.8,1,1,1,1,0,0,,,557.36,20,48,0,0,Cleanser|Sunscreen|Lip Tint
CIQ-00230,Mobile,Riyadh,Instagram Ads,Apple Pay,Guest,Beauty,1,5,232.71,668.9,14,5,1163.55,1,1,1,1,1,1,2.3,4.0,144.9,20,1,0,0,Face Serum|Cleanser|Lip Tint|Sunscreen
CIQ-00231,Mobile,Riyadh,Instagram Ads,Cash on Delivery,Guest,Electronics,1,8,156.77,372.9,19,10,1254.16,1,1,1,0,1,0,,,384.21,15,12,1,0,Power Bank|Wireless Earbuds|Smart Watch|Phone Case
CIQ-00232,Mobile,Riyadh,Instagram Ads,Apple Pay,Logged-In Member,Home & Living,4,5,121.96,289.9,10,6,609.8,1,1,1,1,0,0,,,844.25,15,24,1,1,Bedsheet|Storage Box|Scented Candle
CIQ-00233,Tablet,Sharjah,Instagram Ads,Credit Card,Guest,Electronics,3,6,46.14,341.7,16,7,276.84,1,1,1,0,1,1,2.3,4.0,435.97,10,1,0,0,Phone Case|Wireless Earbuds|Power Bank|T-Shirt
CIQ-00234,Desktop,Dubai,Instagram Ads,Tabby/Tamara,Logged-In Member,Home & Living,9,3,119.13,510.0,11,5,357.39,1,1,1,1,1,1,2.2,4.0,1221.8,20,48,0,0,Scented Candle|Bedsheet|Storage Box
CIQ-00235,Tablet,Riyadh,Direct,Cash on Delivery,Guest,Beauty,2,2,60.05,377.1,9,3,120.1,1,1,1,1,1,0,,,460.59,5,4,1,1,Sunscreen
CIQ-00236,MOBILE,Jeddah,Google Shopping,Credit Card,Guest,Beauty,1,3,138.12,308.3,8,3,414.36,1,1,1,0,0,0,,,131.85,15,1,1,1,Cleanser|Face Serum
CIQ-00237,Desktop,Sharjah,Instagram Ads,Credit Card,Logged-In Member,Fashion,8,5,54.6,310.9,15,5,273.0,1,1,1,1,0,1,4.0,3.0,1208.79,0,12,0,0,T-Shirt|Handbag|Sneakers
CIQ-00238,MOBILE, Riyadh,Direct,Apple Pay,Logged-In Member,Beauty,3,1,137.49,171.3,7,2,137.49,1,1,1,1,0,1,3.7,3.0,629.47,0,1,0,0,Face Serum|Sunscreen
CIQ-00239,Mobile,Abu Dhabi,Google Shopping,Tabby/Tamara,Guest,Beauty,5,6,245.34,539.7,14,7,1472.04,1,1,1,0,0,0,,,770.03,10,48,0,0,Cleanser|Sunscreen|Face Serum
CIQ-00240,Mobile,Riyadh,Google Shopping,Tabby/Tamara,Guest,Electronics,3,7,124.16,741.7,17,7,869.12,1,1,1,0,1,1,3.2,5.0,446.59,20,12,0,0,Smart Watch|Power Bank|Phone Case|Wireless Earbuds
